pid,scenario,choice,cartime,carcost,acttime,ebikecost,escootcost,gender,age,education,employment,income,car_own,moto_own,cycle_own,escoot_own,bike_frequency,escooter_frequency,PT_frequency,metro_frequency,young,carpsafe,ebikepsafe,escootpsafe,walkpsafe,intchoice,binchoice1,binchoice2,binchoice3,binchoice4
104,scenario19,escoot,5,6.5,15,4.5,0.5,0.0,5.0,3.0,0.0,2.0,1,0,0,0,,,,,0,6.0,1.0,1.0,4.0,2,0,0,1,0
104,scenario04,escoot,5,5.0,5,3.0,0.5,0.0,5.0,3.0,0.0,2.0,1,0,0,0,,,,,0,6.0,1.0,1.0,3.0,2,0,0,1,0
105,scenario34,walk,40,5.0,5,4.5,0.5,1.0,4.0,3.0,3.0,2.0,1,0,1,0,1.0,0.0,1.0,1.0,0,5.0,3.0,3.0,6.0,1,0,0,0,1
105,scenario31,ebike,40,6.5,25,3.0,3.5,1.0,4.0,3.0,3.0,2.0,1,0,1,0,1.0,0.0,1.0,1.0,0,5.0,4.0,4.0,6.0,3,0,1,0,0
105,scenario13,car,20,5.0,25,4.5,3.5,1.0,4.0,3.0,3.0,2.0,1,0,1,0,1.0,0.0,1.0,1.0,0,6.0,6.0,6.0,6.0,4,1,0,0,0
105,scenario28,car,5,3.5,25,3.0,2.0,1.0,4.0,3.0,3.0,2.0,1,0,1,0,1.0,0.0,1.0,1.0,0,5.0,4.0,4.0,7.0,4,1,0,0,0
105,scenario22,escoot,20,3.5,5,4.5,2.0,1.0,4.0,3.0,3.0,2.0,1,0,1,0,1.0,0.0,1.0,1.0,0,5.0,4.0,4.0,6.0,2,0,0,1,0
105,scenario01,ebike,40,3.5,25,1.5,0.5,1.0,4.0,3.0,3.0,2.0,1,0,1,0,1.0,0.0,1.0,1.0,0,5.0,4.0,4.0,6.0,3,0,1,0,0
105,scenario25,ebike,20,6.5,15,3.0,2.0,1.0,4.0,3.0,3.0,2.0,1,0,1,0,1.0,0.0,1.0,1.0,0,5.0,4.0,4.0,6.0,3,0,1,0,0
105,scenario16,ebike,40,3.5,15,1.5,3.5,1.0,4.0,3.0,3.0,2.0,1,0,1,0,1.0,0.0,1.0,1.0,0,5.0,4.0,4.0,6.0,3,0,1,0,0
105,scenario10,ebike,20,6.5,5,1.5,3.5,1.0,4.0,3.0,3.0,2.0,1,0,1,0,1.0,0.0,1.0,1.0,0,6.0,6.0,6.0,7.0,3,0,1,0,0
105,scenario07,car,5,5.0,15,1.5,2.0,1.0,4.0,3.0,3.0,2.0,1,0,1,0,1.0,0.0,1.0,1.0,0,6.0,6.0,6.0,7.0,4,1,0,0,0
105,scenario19,car,5,6.5,15,4.5,0.5,1.0,4.0,3.0,3.0,2.0,1,0,1,0,1.0,0.0,1.0,1.0,0,5.0,4.0,4.0,6.0,4,1,0,0,0
105,scenario04,car,5,5.0,5,3.0,0.5,1.0,4.0,3.0,3.0,2.0,1,0,1,0,1.0,0.0,1.0,1.0,0,5.0,4.0,4.0,4.0,4,1,0,0,0
106,scenario34,escoot,40,5.0,5,4.5,0.5,1.0,1.0,3.0,3.0,2.0,1,0,0,0,1.0,,1.0,1.0,1,5.0,3.0,3.0,2.0,2,0,0,1,0
106,scenario31,ebike,40,6.5,25,3.0,3.5,1.0,1.0,3.0,3.0,2.0,1,0,0,0,1.0,,1.0,1.0,1,6.0,5.0,5.0,4.0,3,0,1,0,0
106,scenario13,car,20,5.0,25,4.5,3.5,1.0,1.0,3.0,3.0,2.0,1,0,0,0,1.0,,1.0,1.0,1,6.0,6.0,6.0,7.0,4,1,0,0,0
106,scenario28,car,5,3.5,25,3.0,2.0,1.0,1.0,3.0,3.0,2.0,1,0,0,0,1.0,,1.0,1.0,1,5.0,4.0,4.0,5.0,4,1,0,0,0
106,scenario22,escoot,20,3.5,5,4.5,2.0,1.0,1.0,3.0,3.0,2.0,1,0,0,0,1.0,,1.0,1.0,1,4.0,3.0,3.0,5.0,2,0,0,1,0
106,scenario01,ebike,40,3.5,25,1.5,0.5,1.0,1.0,3.0,3.0,2.0,1,0,0,0,1.0,,1.0,1.0,1,6.0,5.0,5.0,4.0,3,0,1,0,0
106,scenario25,ebike,20,6.5,15,3.0,2.0,1.0,1.0,3.0,3.0,2.0,1,0,0,0,1.0,,1.0,1.0,1,5.0,2.0,2.0,6.0,3,0,1,0,0
106,scenario16,ebike,40,3.5,15,1.5,3.5,1.0,1.0,3.0,3.0,2.0,1,0,0,0,1.0,,1.0,1.0,1,4.0,3.0,3.0,6.0,3,0,1,0,0
106,scenario10,ebike,20,6.5,5,1.5,3.5,1.0,1.0,3.0,3.0,2.0,1,0,0,0,1.0,,1.0,1.0,1,2.0,7.0,7.0,7.0,3,0,1,0,0
106,scenario07,ebike,5,5.0,15,1.5,2.0,1.0,1.0,3.0,3.0,2.0,1,0,0,0,1.0,,1.0,1.0,1,1.0,7.0,7.0,7.0,3,0,1,0,0
106,scenario19,escoot,5,6.5,15,4.5,0.5,1.0,1.0,3.0,3.0,2.0,1,0,0,0,1.0,,1.0,1.0,1,2.0,2.0,2.0,4.0,2,0,0,1,0
106,scenario04,escoot,5,5.0,5,3.0,0.5,1.0,1.0,3.0,3.0,2.0,1,0,0,0,1.0,,1.0,1.0,1,6.0,4.0,4.0,7.0,2,0,0,1,0
107,scenario34,walk,40,5.0,5,4.5,0.5,0.0,4.0,3.0,0.0,0.0,1,1,1,0,0.0,0.0,1.0,2.0,0,4.0,1.0,1.0,7.0,1,0,0,0,1
107,scenario31,ebike,40,6.5,25,3.0,3.5,0.0,4.0,3.0,0.0,0.0,1,1,1,0,0.0,0.0,1.0,2.0,0,5.0,4.0,4.0,6.0,3,0,1,0,0
107,scenario13,ebike,20,5.0,25,4.5,3.5,0.0,4.0,3.0,0.0,0.0,1,1,1,0,0.0,0.0,1.0,2.0,0,5.0,6.0,6.0,5.0,3,0,1,0,0
107,scenario28,car,5,3.5,25,3.0,2.0,0.0,4.0,3.0,0.0,0.0,1,1,1,0,0.0,0.0,1.0,2.0,0,4.0,4.0,4.0,6.0,4,1,0,0,0
107,scenario22,ebike,20,3.5,5,4.5,2.0,0.0,4.0,3.0,0.0,0.0,1,1,1,0,0.0,0.0,1.0,2.0,0,3.0,2.0,2.0,6.0,3,0,1,0,0
107,scenario01,ebike,40,3.5,25,1.5,0.5,0.0,4.0,3.0,0.0,0.0,1,1,1,0,0.0,0.0,1.0,2.0,0,6.0,4.0,4.0,6.0,3,0,1,0,0
107,scenario25,car,20,6.5,15,3.0,2.0,0.0,4.0,3.0,0.0,0.0,1,1,1,0,0.0,0.0,1.0,2.0,0,5.0,4.0,4.0,7.0,4,1,0,0,0
107,scenario16,ebike,40,3.5,15,1.5,3.5,0.0,4.0,3.0,0.0,0.0,1,1,1,0,0.0,0.0,1.0,2.0,0,5.0,4.0,3.0,6.0,3,0,1,0,0
107,scenario10,ebike,20,6.5,5,1.5,3.5,0.0,4.0,3.0,0.0,0.0,1,1,1,0,0.0,0.0,1.0,2.0,0,5.0,7.0,7.0,7.0,3,0,1,0,0
107,scenario07,ebike,5,5.0,15,1.5,2.0,0.0,4.0,3.0,0.0,0.0,1,1,1,0,0.0,0.0,1.0,2.0,0,5.0,7.0,7.0,7.0,3,0,1,0,0
107,scenario19,car,5,6.5,15,4.5,0.5,0.0,4.0,3.0,0.0,0.0,1,1,1,0,0.0,0.0,1.0,2.0,0,5.0,4.0,4.0,7.0,4,1,0,0,0
107,scenario04,car,5,5.0,5,3.0,0.5,0.0,4.0,3.0,0.0,0.0,1,1,1,0,0.0,0.0,1.0,2.0,0,6.0,4.0,4.0,6.0,4,1,0,0,0
109,scenario34,walk,40,5.0,5,4.5,0.5,1.0,1.0,3.0,1.0,0.0,1,0,0,0,0.0,0.0,1.0,4.0,1,4.0,1.0,1.0,2.0,1,0,0,0,1
109,scenario31,car,40,6.5,25,3.0,3.5,1.0,1.0,3.0,1.0,0.0,1,0,0,0,0.0,0.0,1.0,4.0,1,7.0,1.0,1.0,7.0,4,1,0,0,0
109,scenario13,car,20,5.0,25,4.5,3.5,1.0,1.0,3.0,1.0,0.0,1,0,0,0,0.0,0.0,1.0,4.0,1,7.0,7.0,7.0,7.0,4,1,0,0,0
109,scenario28,car,5,3.5,25,3.0,2.0,1.0,1.0,3.0,1.0,0.0,1,0,0,0,0.0,0.0,1.0,4.0,1,5.0,1.0,1.0,7.0,4,1,0,0,0
109,scenario22,walk,20,3.5,5,4.5,2.0,1.0,1.0,3.0,1.0,0.0,1,0,0,0,0.0,0.0,1.0,4.0,1,2.0,1.0,1.0,7.0,1,0,0,0,1
109,scenario01,walk,40,3.5,25,1.5,0.5,1.0,1.0,3.0,1.0,0.0,1,0,0,0,0.0,0.0,1.0,4.0,1,7.0,1.0,1.0,7.0,1,0,0,0,1
109,scenario25,ebike,20,6.5,15,3.0,2.0,1.0,1.0,3.0,1.0,0.0,1,0,0,0,0.0,0.0,1.0,4.0,1,2.0,7.0,7.0,7.0,3,0,1,0,0
109,scenario16,walk,40,3.5,15,1.5,3.5,1.0,1.0,3.0,1.0,0.0,1,0,0,0,0.0,0.0,1.0,4.0,1,3.0,1.0,1.0,7.0,1,0,0,0,1
109,scenario10,ebike,20,6.5,5,1.5,3.5,1.0,1.0,3.0,1.0,0.0,1,0,0,0,0.0,0.0,1.0,4.0,1,3.0,7.0,7.0,7.0,3,0,1,0,0
109,scenario07,ebike,5,5.0,15,1.5,2.0,1.0,1.0,3.0,1.0,0.0,1,0,0,0,0.0,0.0,1.0,4.0,1,2.0,7.0,7.0,7.0,3,0,1,0,0
109,scenario19,car,5,6.5,15,4.5,0.5,1.0,1.0,3.0,1.0,0.0,1,0,0,0,0.0,0.0,1.0,4.0,1,7.0,1.0,1.0,7.0,4,1,0,0,0
109,scenario04,walk,5,5.0,5,3.0,0.5,1.0,1.0,3.0,1.0,0.0,1,0,0,0,0.0,0.0,1.0,4.0,1,7.0,1.0,1.0,7.0,1,0,0,0,1
110,scenario34,car,40,5.0,5,4.5,0.5,1.0,1.0,4.0,3.0,4.0,1,1,0,0,0.0,0.0,3.0,3.0,1,7.0,7.0,7.0,7.0,4,1,0,0,0
110,scenario31,car,40,6.5,25,3.0,3.5,1.0,1.0,4.0,3.0,4.0,1,1,0,0,0.0,0.0,3.0,3.0,1,7.0,7.0,7.0,7.0,4,1,0,0,0
110,scenario13,car,20,5.0,25,4.5,3.5,1.0,1.0,4.0,3.0,4.0,1,1,0,0,0.0,0.0,3.0,3.0,1,7.0,7.0,7.0,6.0,4,1,0,0,0
110,scenario28,walk,5,3.5,25,3.0,2.0,1.0,1.0,4.0,3.0,4.0,1,1,0,0,0.0,0.0,3.0,3.0,1,7.0,7.0,7.0,7.0,1,0,0,0,1
110,scenario22,car,20,3.5,5,4.5,2.0,1.0,1.0,4.0,3.0,4.0,1,1,0,0,0.0,0.0,3.0,3.0,1,7.0,7.0,7.0,7.0,4,1,0,0,0
110,scenario01,walk,40,3.5,25,1.5,0.5,1.0,1.0,4.0,3.0,4.0,1,1,0,0,0.0,0.0,3.0,3.0,1,7.0,7.0,7.0,7.0,1,0,0,0,1
110,scenario25,walk,20,6.5,15,3.0,2.0,1.0,1.0,4.0,3.0,4.0,1,1,0,0,0.0,0.0,3.0,3.0,1,7.0,7.0,7.0,7.0,1,0,0,0,1
110,scenario16,walk,40,3.5,15,1.5,3.5,1.0,1.0,4.0,3.0,4.0,1,1,0,0,0.0,0.0,3.0,3.0,1,7.0,7.0,7.0,7.0,1,0,0,0,1
110,scenario10,car,20,6.5,5,1.5,3.5,1.0,1.0,4.0,3.0,4.0,1,1,0,0,0.0,0.0,3.0,3.0,1,7.0,7.0,6.0,7.0,4,1,0,0,0
110,scenario07,walk,5,5.0,15,1.5,2.0,1.0,1.0,4.0,3.0,4.0,1,1,0,0,0.0,0.0,3.0,3.0,1,7.0,7.0,7.0,7.0,1,0,0,0,1
110,scenario19,walk,5,6.5,15,4.5,0.5,1.0,1.0,4.0,3.0,4.0,1,1,0,0,0.0,0.0,3.0,3.0,1,7.0,7.0,7.0,7.0,1,0,0,0,1
110,scenario04,walk,5,5.0,5,3.0,0.5,1.0,1.0,4.0,3.0,4.0,1,1,0,0,0.0,0.0,3.0,3.0,1,7.0,7.0,7.0,7.0,1,0,0,0,1
111,scenario34,car,40,5.0,5,4.5,0.5,1.0,1.0,2.0,3.0,,1,0,0,0,,,0.0,0.0,1,4.0,2.0,2.0,4.0,4,1,0,0,0
111,scenario31,car,40,6.5,25,3.0,3.5,1.0,1.0,2.0,3.0,,1,0,0,0,,,0.0,0.0,1,7.0,4.0,4.0,7.0,4,1,0,0,0
111,scenario13,car,20,5.0,25,4.5,3.5,1.0,1.0,2.0,3.0,,1,0,0,0,,,0.0,0.0,1,7.0,4.0,4.0,7.0,4,1,0,0,0
111,scenario28,car,5,3.5,25,3.0,2.0,1.0,1.0,2.0,3.0,,1,0,0,0,,,0.0,0.0,1,7.0,3.0,3.0,7.0,4,1,0,0,0
111,scenario22,car,20,3.5,5,4.5,2.0,1.0,1.0,2.0,3.0,,1,0,0,0,,,0.0,0.0,1,7.0,3.0,3.0,7.0,4,1,0,0,0
111,scenario01,car,40,3.5,25,1.5,0.5,1.0,1.0,2.0,3.0,,1,0,0,0,,,0.0,0.0,1,7.0,4.0,4.0,7.0,4,1,0,0,0
111,scenario25,car,20,6.5,15,3.0,2.0,1.0,1.0,2.0,3.0,,1,0,0,0,,,0.0,0.0,1,7.0,3.0,3.0,7.0,4,1,0,0,0
111,scenario16,car,40,3.5,15,1.5,3.5,1.0,1.0,2.0,3.0,,1,0,0,0,,,0.0,0.0,1,7.0,3.0,3.0,7.0,4,1,0,0,0
111,scenario10,car,20,6.5,5,1.5,3.5,1.0,1.0,2.0,3.0,,1,0,0,0,,,0.0,0.0,1,7.0,3.0,3.0,7.0,4,1,0,0,0
111,scenario07,car,5,5.0,15,1.5,2.0,1.0,1.0,2.0,3.0,,1,0,0,0,,,0.0,0.0,1,7.0,3.0,3.0,7.0,4,1,0,0,0
111,scenario19,car,5,6.5,15,4.5,0.5,1.0,1.0,2.0,3.0,,1,0,0,0,,,0.0,0.0,1,7.0,3.0,3.0,7.0,4,1,0,0,0
111,scenario04,car,5,5.0,5,3.0,0.5,1.0,1.0,2.0,3.0,,1,0,0,0,,,0.0,0.0,1,7.0,3.0,3.0,7.0,4,1,0,0,0
112,scenario34,escoot,40,5.0,5,4.5,0.5,1.0,1.0,2.0,3.0,1.0,1,1,1,0,,,,1.0,1,7.0,4.0,4.0,4.0,2,0,0,1,0
112,scenario31,car,40,6.5,25,3.0,3.5,1.0,1.0,2.0,3.0,1.0,1,1,1,0,,,,1.0,1,7.0,4.0,4.0,3.0,4,1,0,0,0
112,scenario13,car,20,5.0,25,4.5,3.5,1.0,1.0,2.0,3.0,1.0,1,1,1,0,,,,1.0,1,7.0,4.0,4.0,2.0,4,1,0,0,0
112,scenario28,car,5,3.5,25,3.0,2.0,1.0,1.0,2.0,3.0,1.0,1,1,1,0,,,,1.0,1,7.0,4.0,4.0,4.0,4,1,0,0,0
112,scenario22,escoot,20,3.5,5,4.5,2.0,1.0,1.0,2.0,3.0,1.0,1,1,1,0,,,,1.0,1,7.0,3.0,3.0,2.0,2,0,0,1,0
112,scenario01,car,40,3.5,25,1.5,0.5,1.0,1.0,2.0,3.0,1.0,1,1,1,0,,,,1.0,1,7.0,4.0,4.0,3.0,4,1,0,0,0
112,scenario25,car,20,6.5,15,3.0,2.0,1.0,1.0,2.0,3.0,1.0,1,1,1,0,,,,1.0,1,7.0,4.0,4.0,4.0,4,1,0,0,0
112,scenario16,car,40,3.5,15,1.5,3.5,1.0,1.0,2.0,3.0,1.0,1,1,1,0,,,,1.0,1,7.0,4.0,4.0,3.0,4,1,0,0,0
112,scenario10,escoot,20,6.5,5,1.5,3.5,1.0,1.0,2.0,3.0,1.0,1,1,1,0,,,,1.0,1,7.0,4.0,4.0,3.0,2,0,0,1,0
112,scenario07,car,5,5.0,15,1.5,2.0,1.0,1.0,2.0,3.0,1.0,1,1,1,0,,,,1.0,1,7.0,4.0,4.0,3.0,4,1,0,0,0
112,scenario19,car,5,6.5,15,4.5,0.5,1.0,1.0,2.0,3.0,1.0,1,1,1,0,,,,1.0,1,7.0,6.0,7.0,4.0,4,1,0,0,0
112,scenario04,car,5,5.0,5,3.0,0.5,1.0,1.0,2.0,3.0,1.0,1,1,1,0,,,,1.0,1,7.0,4.0,4.0,3.0,4,1,0,0,0
113,scenario34,walk,40,5.0,5,4.5,0.5,0.0,4.0,3.0,3.0,2.0,0,0,0,0,2.0,,0.0,1.0,0,4.0,3.0,1.0,1.0,1,0,0,0,1
